issue_number,url,title,input_sha256,retrieval_complete,truncated,reviewer,review_action,review_route,jev_status,jev_route,jev_reason,route_agrees,review_design,jev_design_probability,jev_design_label,review_agent_behavior,jev_agent_behavior_probability,jev_agent_behavior_label,review_memory,jev_memory_probability,jev_memory_label,review_cross_repo,jev_cross_repo_probability,jev_cross_repo_label,review_substance,jev_substance_probability,jev_substance_label,review_design_context,jev_design_context_probability,jev_design_context_label,review_reason,review_flags,review_evidence,input_file,request_file,review_file,result_file,response_file
5138,https://github.com/OpenHands/software-agent-sdk/issues/5138,Cloud-proxy (TS client) sends upstream body as object -> 422 from /api/cloud-proxy (Pydantic rejects non-string body),8a547fbbce33f469025fa947c6d8bf2d526bd239d9c70cb8ed829f62a75c4b4b,True,False,field_notes_site,investigate,write,ok,write,relevant_with_substance,True,yes,0.75,yes,yes,0.77,yes,no,0.04,no,yes,0.61,no,yes,0.85,yes,yes,0.91,yes,Nested body serialization violates a precise proxy contract and blocks Canvas approval of agent actions. The described Canvas-to-TypeScript-client flow supplies concrete downstream interaction; enterprise alone would not qualify.,[],"[{""text"": ""The agent-canvas \""High Risk / Continue\"" confirmation flow"", ""supports"": [""agent_behavior"", ""cross_repo""]}]",inputs/group-3.json,requests/5138.json,reviews/group-3.json,results/5138.json,responses/5138/attempt-01.json
5141,https://github.com/OpenHands/software-agent-sdk/issues/5141,[Agent Profile] The `default` profile and named profiles build different agents — collapse launch into one pipeline,ddefb6ca08382b6ca13b49adeba29cb8c35f9b56665cbb2f876c4665dfc9d74c,True,False,field_notes_site,investigate,write,ok,write,relevant_with_substance,True,yes,0.97,yes,yes,0.96,yes,yes,0.48,no,yes,0.93,yes,yes,0.93,yes,yes,0.77,yes,"A detailed cross-repository reproduction shows identical profiles producing different tools, prompts, compaction and secret scope. Unifying launch ownership is a strong architecture and agent-behavior investigation.",[],"[{""text"": ""The model sees a different agent depending on the profile's **name**."", ""supports"": [""design"", ""agent_behavior"", ""cross_repo""]}]",inputs/group-3.json,requests/5141.json,reviews/group-3.json,results/5141.json,responses/5141/attempt-01.json
5142,https://github.com/OpenHands/software-agent-sdk/issues/5142,condenser: split summarization prompt into system + user messages,567d8a20c40ec0fcfddedcbeabf3d34a8db3dc67344bf2d462b941e2d454d030,True,False,field_notes_site,investigate,write,ok,write,relevant_with_substance,True,no,0.71,yes,yes,0.94,yes,yes,0.96,yes,no,0.37,no,yes,0.85,yes,yes,0.88,yes,"This concerns the condenser's actual summarization inputs and steering roles across provider transports. The change is localized but central to how forgotten events become usable agent context, with a clear instruction/data distinction.",[],"[{""text"": ""it conflates \""how to summarize\"" (steering) with \""what to summarize\"" (data)."", ""supports"": [""agent_behavior"", ""memory"", ""design_context""]}]",inputs/group-3.json,requests/5142.json,reviews/group-3.json,results/5142.json,responses/5142/attempt-01.json
5144,https://github.com/OpenHands/software-agent-sdk/issues/5144,Ensure a system message always precedes the first user message in LLM requests,4d76d963312ac442a72457b7941e3611d16ab9f217949f9be964a6d9ef00c655,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.87,yes,yes,0.96,yes,yes,0.83,yes,no,0.54,no,yes,0.81,yes,yes,0.79,yes,"A repository-wide prompt ordering invariant links serialization, condensers and security analyzers; the intent and failure modes are explicit.",[],"[{""text"": ""every LLM request built in this repository must place a `system` message before the first `user` message."", ""supports"": [""design"", ""agent_behavior"", ""design_context""]}]",inputs/group-1.json,requests/5144.json,reviews/group-1.json,results/5144.json,responses/5144/attempt-01.json
5145,https://github.com/OpenHands/software-agent-sdk/issues/5145,goal judge: split judge prompt into system + user messages,2903a593da1aa928211dc75cefd4ced66df00e87434620b1cb4bf9fd93fc582d,True,False,field_notes_site,investigate,write,ok,skip,below_threshold,False,no,0.44,no,yes,0.93,yes,no,0.18,no,no,0.25,no,yes,0.67,no,yes,0.9,yes,The goal evaluator blends steering instructions with the transcript in one user message. The proposed role split is small but meaningfully concerns judge behavior and provider instruction semantics; the issue explicitly excludes the main conversation history.,[],"[{""text"": ""the judge's verdict format instructions live in the `user` slot rather than the `system`/`instructions` slot"", ""supports"": [""agent_behavior"", ""substance"", ""design_context""]}]",inputs/group-3.json,requests/5145.json,reviews/group-3.json,results/5145.json,responses/5145/attempt-01.json
5146,https://github.com/OpenHands/software-agent-sdk/issues/5146,agent-server profile pre-flight ping: prepend a system message,30a8f4872ff7c39a068000431c859636d004692479bc2268f14dbf47af433ee7,True,False,field_notes_site,skip,skip,ok,skip,below_threshold,True,no,0.28,no,no,0.9,yes,no,0.07,no,no,0.21,no,no,0.5,no,yes,0.93,yes,"This is a fully specified minimal preflight request-shape adjustment to follow a convention. It affects a one-token connectivity probe, with no substantive agent, memory or architecture question presented.",[],"[{""text"": ""The call remains a single-turn pre-flight check; only the message list shape changes."", ""supports"": [""design_context""]}]",inputs/group-3.json,requests/5146.json,reviews/group-3.json,results/5146.json,responses/5146/attempt-01.json
5147,https://github.com/OpenHands/software-agent-sdk/issues/5147,GraySwan analyzer: guarantee system message first when history window drops the SystemPromptEvent,550c664de989651c0882189485fc5973bceddecf873c60ee52ae14dad9a46a90,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.88,yes,yes,0.95,yes,yes,0.96,yes,no,0.34,no,yes,0.85,yes,yes,0.87,yes,A bounded security-analysis history loses message authority when it excludes the system prompt. Preserving the bound while retaining steering is a concrete context-window design tradeoff.,"[""overlapping_issue""]","[{""text"": ""keeps the analyzer's bounded-history intent"", ""supports"": [""design"", ""memory""]}]",inputs/group-1.json,requests/5147.json,reviews/group-1.json,results/5147.json,responses/5147/attempt-01.json
5148,https://github.com/OpenHands/software-agent-sdk/issues/5148,condenser: ensure the SystemPromptEvent is never forgotten (keep_first=0 / summary-first edge case),b3b2943257403b0774b93867108486d6fca40c848e011c7be386967142ea5dda,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.89,yes,yes,0.94,yes,yes,0.96,yes,no,0.33,no,yes,0.84,yes,yes,0.87,yes,"The configurable forgetting boundary can remove the system prompt and change message authority. The issue states the invariant, edge case and desired behavior without requiring a settled implementation.","[""overlapping_issue""]","[{""text"": ""Guarantee the `SystemPromptEvent` is never forgotten"", ""supports"": [""memory"", ""agent_behavior"", ""design_context""]}]",inputs/group-1.json,requests/5148.json,reviews/group-1.json,results/5148.json,responses/5148/attempt-01.json
5149,https://github.com/OpenHands/software-agent-sdk/issues/5149,condenser hard context reset: preserve the leading system prompt instead of summarizing it at offset 0,f77fc256cacdca13b633f5a852f6cfc526ba5bb733c5cb3f818eea67d1fb33b7,True,False,field_notes_site,investigate,write,ok,write,relevant_with_substance,True,yes,0.81,yes,yes,0.96,yes,yes,0.98,yes,no,0.25,no,yes,0.85,yes,yes,0.89,yes,"Hard-reset compaction can replace the system prompt with a user summary, violating context and instruction invariants. The issue directly concerns retained agent memory and behavior, with a clear preserved-prefix approach and sync/async expectations.",[],"[{""text"": ""the system prompt can be entirely forgotten"", ""supports"": [""agent_behavior"", ""memory"", ""design_context""]}]",inputs/group-3.json,requests/5149.json,reviews/group-3.json,results/5149.json,responses/5149/attempt-01.json
5150,https://github.com/OpenHands/software-agent-sdk/issues/5150,Document the invariant: every LLM request must send a system message before the first user message,8673cf1322b43319922135ac1cbc53a455b9028951528d6186e8dd2ad489dc99,True,False,field_notes_pipeline,investigate,write,ok,write,relevant_with_substance,True,yes,0.57,no,yes,0.91,yes,no,0.39,no,no,0.28,no,yes,0.81,yes,yes,0.87,yes,"The documentation request defines an LLM instruction/data ordering invariant across auxiliary calls and explains deliberate transport exceptions. It is behaviorally significant design documentation rather than routine prose cleanup, with sufficient rationale and scope.",[],"[{""text"": ""embedding steering in a lone `user` message breaks the separation of \""how\"" vs \""what\""."", ""supports"": [""design"", ""agent_behavior"", ""substance""]}]",inputs/group-2.json,requests/5150.json,reviews/group-2.json,results/5150.json,responses/5150/attempt-01.json
5152,https://github.com/OpenHands/software-agent-sdk/issues/5152,Unlocked installs resolve browser-use 0.11.13 with mcp 2.x — browser tools silently disappear,118862a075923e4fef60d3db22a853ce9924a2f778903724b8e9880d9b2b1d84,True,False,field_notes_pipeline,investigate,write,ok,write,relevant_with_substance,True,yes,0.9,yes,yes,0.94,yes,no,0.02,no,no,0.85,yes,yes,0.89,yes,yes,0.79,yes,"The report explains why locked CI and published dependency resolution diverge, silently removing browser capabilities while reporting them usable. Dependency compatibility and capability/error reporting supply substantive design and agent-tool behavior; Canvas is a consuming installation path, not a separately specified fix.",[],"[{""text"": ""is_tool_usable` reports `True` while the tool set resolves to zero tools"", ""supports"": [""design"", ""agent_behavior"", ""substance""]}]",inputs/group-2.json,requests/5152.json,reviews/group-2.json,results/5152.json,responses/5152/attempt-01.json
5159,https://github.com/OpenHands/software-agent-sdk/issues/5159,Agent Plugins: submit OpenHands for the Compatible Clients page,e8a5c788e922e6e7f047c75e52c0474e0a2e2f607ff26f6a22900ac9c31726b1,True,False,field_notes_runtime,skip,skip,ok,skip,below_threshold,True,no,0.57,no,no,0.16,no,no,0.03,no,no,0.6,no,no,0.33,no,yes,0.82,yes,"The detailed request is a compatible-client listing and documentation submission. Further implementation/conformance work is explicitly excluded, so its length does not make it a design investigation.","[""routine_but_clear""]","[{""text"": ""Any further conformance work — that belongs to #5156, #4453 and the ADR."", ""supports"": [""substance"", ""design_context""]}]",inputs/group-1.json,requests/5159.json,reviews/group-1.json,results/5159.json,responses/5159/attempt-01.json
5167,https://github.com/OpenHands/software-agent-sdk/issues/5167,"[Bug]: Codex ACP on a headless host: `authenticate(""chat-gpt"")` does not complete within `ACP_AUTH_TIMEOUT` although Codex is logged in (""ChatGPT authentication did not complete in time"")",dbaf26c3117598ed45a07cadd958548fb7416d4aa21447139193481a3fec4fff,True,False,field_notes_site,investigate,write,ok,defer,uncertain_design_context,False,yes,0.93,yes,yes,0.94,yes,no,0.11,no,yes,0.78,yes,yes,0.91,yes,yes,0.64,no,A headless Canvas deployment has usable credentials yet hangs in SDK-triggered interactive authentication. The description thoroughly separates observed controls from hypotheses and proposes preserving provider enforcement while changing session/auth sequencing.,[],"[{""text"": ""an `auth.json`-shaped file alone is not treated as authentication."", ""supports"": [""design"", ""design_context""]}]",inputs/group-3.json,requests/5167.json,reviews/group-3.json,results/5167.json,responses/5167/attempt-01.json
5168,https://github.com/OpenHands/software-agent-sdk/issues/5168,AttributeError in Telemetry._cache_buckets for providers without prompt caching,489e67cf8ed53c0735bddd1bb8357417914fbf457426d193d6ff9372adc09313,True,False,field_notes_pipeline,skip,skip,ok,write,relevant_with_substance,False,no,0.65,yes,no,0.84,yes,no,0.14,no,no,0.39,no,no,0.84,yes,yes,0.87,yes,"The issue precisely explains a deleted optional attribute whose metadata guard remains set and specifies zero defaults when fields are absent. This is sufficient and important correctness work, but the proposed repair is narrow provider-object normalization without a larger design question.",[],"[{""text"": ""The cache buckets default to 0 when the provider returns no cache fields"", ""supports"": [""design_context""]}]",inputs/group-2.json,requests/5168.json,reviews/group-2.json,results/5168.json,responses/5168/attempt-01.json
5171,https://github.com/OpenHands/software-agent-sdk/issues/5171,[Bug]: TS client drops acp_isolate_data_dir from ACP settings payloads,89479861cead5381abafafb18c00ff1e6407938cdabe984de7f583a4184fe761,True,False,field_notes_site,skip,skip,ok,skip,below_threshold,True,no,0.26,no,unclear,0.59,no,no,0.24,no,no,0.72,yes,no,0.51,no,yes,0.92,yes,The description completely specifies a missing TypeScript allowlist key and its regression check. It names conversation data-directory isolation but does not develop a broader memory or design issue; the immediate work is a routine payload parity fix.,[],"[{""text"": ""`acp_isolate_data_dir` is forwarded like the other ACP settings keys."", ""supports"": [""design_context""]}]",inputs/group-3.json,requests/5171.json,reviews/group-3.json,results/5171.json,responses/5171/attempt-01.json
5173,https://github.com/OpenHands/software-agent-sdk/issues/5173,[Bug]: SDK sends unsupported reasoning_effort to MiniMax M3,e61dc778b5cd630f953a0d6e1a18717ab98c417e9b5704e34fc34eb212b50fbd,True,False,field_notes_runtime,investigate,write,ok,write,relevant_with_substance,True,yes,0.8,yes,yes,0.93,yes,no,0.04,no,no,0.31,no,yes,0.82,yes,yes,0.88,yes,Concrete model-call failure exposes a general capability-inference and precedence contract: reasoning support does not imply support for every reasoning parameter. Clear symptom and acceptance criteria justify investigation.,"[""overlapping_issue""]","[{""text"": ""Generic `supports_reasoning` alone never enables `reasoning_effort`."", ""supports"": [""design"", ""agent_behavior"", ""design_context""]}]",inputs/group-2.json,requests/5173.json,reviews/group-2-tail.json,results/5173.json,responses/5173/attempt-01.json
5175,https://github.com/OpenHands/software-agent-sdk/issues/5175,docs(review): consolidate repository-specific review checkpoints,237d7d78334705a4fd13e6b2c8525cea20b2bb4f6fbfddcc6886d3063b1d0b19,True,False,field_notes_pipeline,investigate,write,ok,skip,below_threshold,False,no,0.56,no,yes,0.56,no,no,0.05,no,no,0.43,no,yes,0.59,no,yes,0.87,yes,Contradictory review guidance and observed automated-review misses motivate a concrete decision procedure. The interesting subject is reviewer behavior and signal quality; the proposal does not itself establish a complex software architecture or cross-repository change.,[],"[{""text"": ""False-positive comments are concentrated in optional refactors, style, documentation, and ungrounded test requests."", ""supports"": [""agent_behavior"", ""substance"", ""design_context""]}]",inputs/group-2.json,requests/5175.json,reviews/group-2.json,results/5175.json,responses/5175/attempt-01.json
